address,aka_name,facility_type,inspection_date,inspection_id,inspection_type,latitude,license_,longitude,results,risk,violation_count,average_violations_per_inspection,times_inspected
4239 N OAK PARK AVE ,AUTUMN GREEN,Restaurant,2019-03-21,2279794,Canvass,41.957692211468455,2492860.0,-87.79754403338006,Pass w/ Conditions,Risk 1 (High),4,,
601 W ROOT ST ,TNT PIZZA & BEEF,Restaurant,2019-03-21,2279820,Complaint Re-Inspection,41.818878259714545,1573995.0,-87.6409972801486,Pass w/ Conditions,Risk 1 (High),13,,
3524 W FULLERTON AVE ,FLAT & POINT,Restaurant,2019-03-21,2279780,License,41.9247289841744,2631910.0,-87.71575335718791,Fail,Risk 1 (High),14,,
6727 S CALIFORNIA AVE ,CATALYST MARIA,School,2019-03-21,2279762,Canvass Re-Inspection,41.770988165331374,3246776.0,-87.69303861104271,Pass,Risk 1 (High),1,,
17 W ADAMS ST ,BERGHOFF'S,Restaurant,2019-03-21,2279833,Canvass,41.87934193877045,2442874.0,-87.62841188861721,Pass w/ Conditions,Risk 1 (High),4,,
2152 N DAMEN AVE ,THE BRISTOL,Restaurant,2019-03-21,2279843,Canvass Re-Inspection,41.92105542165199,1598177.0,-87.67788656723654,Pass w/ Conditions,Risk 1 (High),14,,
4521 N SHERIDAN RD ,WABI SABI ROTARY,Restaurant,2019-03-21,2279753,Canvass,41.964336225778,2492706.0,-87.65462704342991,Out of Business,Risk 1 (High),0,,
2008 N HALSTED ST ,MAISON MARCEL,Bakery,2019-03-21,2279822,License Re-Inspection,41.91849213778706,2647082.0,-87.64866909416301,Fail,Risk 2 (Medium),4,,
6182 N NORTHWEST HWY ,WINESTYLES,Restaurant,2019-03-21,2279845,License,41.994043802661636,2632298.0,-87.8021198837452,Fail,Risk 2 (Medium),0,,
4157 N PULASKI RD ,PADDY MAC'S,Restaurant,2019-03-21,2279809,Complaint,41.957154975326574,7098.0,-87.72757201572533,Fail,Risk 1 (High),17,,
8030 S HALSTED ST ,FAMILY DOLLAR #5630,Grocery Store,2019-03-21,2279790,Complaint Re-Inspection,41.74787837599046,1381397.0,-87.64410803123062,Pass w/ Conditions,Risk 3 (Low),5,,
6182 N NORTHWEST HWY ,WINESTYLES,Restaurant,2019-03-21,2279834,License,41.994043802661636,2632296.0,-87.8021198837452,Fail,Risk 2 (Medium),4,,
2301 S WENTWORTH AVE ,PUI TAK CHRISTIAN SCHOOL,School,2019-03-21,2279763,Canvass,41.85094352340354,2208635.0,-87.63182661076641,Pass w/ Conditions,Risk 2 (Medium),4,,
2421 N CLARK ST ,SUBWAY,Restaurant,2019-03-21,2279745,Complaint,41.92621348406091,2353852.0,-87.64070652670141,Pass w/ Conditions,Risk 1 (High),8,,
1200-1212 W RANDOLPH ST ,CITY WINERY CHICAGO,Restaurant,2019-03-21,2279813,Canvass,41.88435191447344,2120185.0,-87.65678758810198,Fail,Risk 1 (High),14,,
7100 S WESTERN AVE ,SHARKS FISH & CHICKEN,Restaurant,2019-03-21,2279798,License,41.764608912236135,2653058.0,-87.68338705328121,Fail,Risk 2 (Medium),6,,
3128 W 103RD ST ,JEWEL FOOD STORE #3114,Grocery Store,2019-03-21,2279797,Canvass,41.70631284461492,1388.0,-87.6997671192086,Pass,Risk 1 (High),5,,
231 N PINE ,Austin (H/S),School,2019-03-21,2279810,Canvass,41.88520477035911,51011.0,-87.76321191112676,Pass w/ Conditions,Risk 1 (High),1,,
346 E 75TH ST ,MARGARITA'S PIZZERIA,Restaurant,2019-03-21,2279814,Complaint Re-Inspection,41.75849308118378,1875208.0,-87.61647025913092,Pass,Risk 1 (High),0,,
3803 W 55TH ST ,FANI Y MONSE GROCERIES,Grocery Store,2019-03-21,2279811,Complaint,41.79316387234425,2517657.0,-87.71839672530744,Fail,Risk 2 (Medium),9,,
815 N ASHLAND AVE ,HEALTHY AND SIMPLE JUICES,Restaurant,2019-03-21,2279791,Canvass,41.89656472326457,2510702.0,-87.66715820669607,Pass w/ Conditions,Risk 1 (High),8,,
1212 N STATE PKWY ,HASH HOUSE A GO GO,Restaurant,2019-03-21,2279816,Canvass,41.90431303155792,2041814.0,-87.62883832592269,Out of Business,Risk 1 (High),0,,
3352 W LAWRENCE AVE ,POPEYE'S,Restaurant,2019-03-21,2279823,Complaint,41.96851294147588,1622615.0,-87.71305126719813,Fail,Risk 1 (High),6,,
700 N MICHIGAN AVE ,ALTHEA,Restaurant,2019-03-21,2279832,Complaint,41.89497951109999,0.0,-87.62439997045513,Pass w/ Conditions,Risk 1 (High),15,,
5718 W DIVERSEY AVE ,SALUD Y ENERGIA,Restaurant,2019-03-21,2279837,License,41.931340717043255,2617147.0,-87.7695598040374,Fail,Risk 2 (Medium),4,,
2908 W LAKE ST ,AL'S UNDER THE L,Restaurant,2019-03-21,2279819,Canvass Re-Inspection,41.88424820966617,2109706.0,-87.69926640072916,Pass,Risk 2 (Medium),4,,
2114-2116 W DEVON AVE ,LAHORE FOOD & GRILL,Restaurant,2019-03-21,2279807,Canvass,41.99795210304495,2511045.0,-87.68323020105015,Pass,Risk 1 (High),3,,
4521 N SHERIDAN RD ,WABI SABI ROTARY,Restaurant,2019-03-21,2279748,Canvass Re-Inspection,41.964336225778,2492706.0,-87.65462704342991,Pass,Risk 1 (High),6,,
5039 N Kimball AVE ,VON STEUBEN METROPOLITAN H/S,School,2019-03-21,2279781,Canvass,41.97319259719625,47081.0,-87.71334968898195,Pass w/ Conditions,Risk 1 (High),6,,
519 E 79TH ST ,MOON FOOD MARKET,Grocery Store,2019-03-21,2279836,License Re-Inspection,41.751062815802285,2652870.0,-87.61168430883845,Pass w/ Conditions,Risk 3 (Low),1,,
3149 N Wolcott (1900W) ,Friedrich L. Jahn Elementary,School,2019-03-21,2279767,Canvass,41.93924404429328,23921.0,-87.67577282335188,Pass w/ Conditions,Risk 1 (High),4,,
5728 S ARCHER AVE ,TEQUILA CJ RESTAURANT,Restaurant,2019-03-21,2279805,Complaint,41.79689999850765,2379419.0,-87.75543001827512,Fail,Risk 1 (High),15,,
2444 N ELSTON AVE ,MIDTOWN ATHLETIC CLUB AND HOTEL,Restaurant,2019-03-21,2279826,Complaint Re-Inspection,41.92584528784153,2535330.0,-87.67883572432687,Fail,Risk 1 (High),17,,
131 N CLINTON ST ,PIEROGI CRIB,Restaurant,2019-03-21,2279841,Canvass,41.88418750712781,2590155.0,-87.64111966683218,Pass w/ Conditions,Risk 1 (High),5,,
350 N ORLEANS ST ,GOURMET 45,Restaurant,2019-03-21,2279765,Canvass Re-Inspection,41.88874103813188,2588727.0,-87.63708054058772,Pass,Risk 1 (High),0,,
6182 N NORTHWEST HWY ,WINESTYLES,Restaurant,2019-03-21,2279844,License,41.994043802661636,2632295.0,-87.8021198837452,Fail,Risk 2 (Medium),0,,
3418 W MONTROSE AVE ,LA CASA DE DENISSE,Restaurant,2019-03-21,2279821,License,41.9612279232157,2653270.0,-87.71396543123072,No Entry,Risk 1 (High),0,,
5709 S HARLEM AVE ,POTBELLY SANDWICH WORKS,Restaurant,2019-03-21,2279831,Complaint Re-Inspection,41.78804126817258,1742580.0,-87.80121411219669,Fail,Risk 1 (High),5,,
4140 W Addison ST ,St. Viator,School,2019-03-21,2279847,Canvass Re-Inspection,41.94643989986643,1878519.0,-87.73073817523697,Pass,Risk 1 (High),0,,
811 W FULTON MARKET ST ,THE WING FULTON,Restaurant,2019-03-21,2279779,License,41.88668406121685,2642303.0,-87.6480006738451,Fail,Risk 2 (Medium),10,,
1911 S MICHIGAN AVE ,LA CANTINA GRILL,Restaurant,2019-03-21,2279817,Complaint,41.85627966980036,1575716.0,-87.62374906633188,Pass w/ Conditions,Risk 1 (High),5,,
11601 W TOUHY AVE ,HILTON O'HARE/ANDIAMO'S/CAFFE MERCATO,Restaurant,2019-03-21,2279777,License,42.008536400868735,2636413.0,-87.91442843927048,Pass,Risk 1 (High),0,,
4239 N OAK PARK AVE ,AUTUMN GREEN,Restaurant,2019-03-21,2279795,Canvass,41.957692211468455,1845501.0,-87.79754403338006,Pass w/ Conditions,Risk 1 (High),4,,
11601 W TOUHY AVE ,HILTON O'HARE/ANDIAMO'S/CAFFE MERCATO,Restaurant,2019-03-21,2279769,License,42.008536400868735,2647047.0,-87.91442843927048,Pass,Risk 1 (High),8,,
2440-2442 N CLARK ST ,GALWAY ARMS,Restaurant,2019-03-21,2279818,Canvass,41.92660482392972,49336.0,-87.64125865836216,No Entry,Risk 1 (High),0,,
4521 N SHERIDAN RD ,WABI SABI ROTARY,Restaurant,2019-03-21,2279754,License,41.964336225778,2647241.0,-87.65462704342991,Pass w/ Conditions,Risk 1 (High),8,,
1501 E 83RD PL ,CICS AVALON PARK/SOUTH SHORE,CHARTER SCHOOL,2019-03-21,2279761,Canvass,41.7431524490724,2549069.0,-87.58788286469822,Out of Business,Risk 1 (High),0,8.0,1.0
5250-5258 W FULLERTON AVE ,CARNICERIA GUANAJUATO,Grocery Store,2019-03-21,2279782,License,41.92418914583158,2653224.0,-87.75822974122623,Not Ready,Risk 1 (High),0,,
5250-5258 W FULLERTON AVE ,CARNICERIA GUANAJUATO,Grocery Store,2019-03-21,2279760,Canvass,41.92418914583158,2069477.0,-87.75822974122623,Fail,Risk 1 (High),9,,
5941 W DIVERSEY AVE ,DOLLAR ISLAND,Grocery Store,2019-03-21,2279812,Complaint Re-Inspection,41.93104020364298,2636268.0,-87.77519906757736,Fail,Risk 3 (Low),3,,
515 E 50TH ST ,CHICAGO COMMONS ASSOCIATION,Restaurant,2019-03-21,2279775,License,41.80386199050946,2652554.0,-87.61320663296203,Pass w/ Conditions,Risk 1 (High),6,,
10331 S KEDZIE AVE ,POPEYE'S,Restaurant,2019-03-21,2279825,Canvass,41.705208489493096,6006.0,-87.7011632562526,Pass w/ Conditions,Risk 1 (High),7,,
252 W 26TH ST ,RICOBENE'S ON 26TH STREET,Restaurant,2019-03-21,2279842,Short Form Complaint,41.845606500778715,1742949.0,-87.6338856144627,Pass w/ Conditions,Risk 1 (High),7,,
1515 W DEVON AVE ,LA UNICA FOOD MART,RESTAURANT/GROCERY STORE,2019-03-21,2279808,Complaint,41.99799345967903,491.0,-87.66842788571333,Fail,Risk 1 (High),8,,
6656 S Normal (500W) ,BENJAMIN E MAYS ACADEMY,School,2019-03-21,2279747,Canvass Re-Inspection,41.77275433457042,2916402.0,-87.63729463723891,Pass,Risk 1 (High),2,,
7601 S CICERO AVE ,GREAT PHILLY STEAK,Restaurant,2019-03-21,2279838,Canvass,41.75466012439375,2511270.0,-87.7413847586052,Pass w/ Conditions,Risk 1 (High),4,,
811 W FULTON MARKET ST ,THE WING FULTON,Restaurant,2019-03-21,2279785,License,41.88668406121685,2642305.0,-87.6480006738451,Not Ready,Risk 3 (Low),0,,
7701 S RACINE AVE ,"GREEN LINE FOOD MART, INC",Grocery Store,2019-03-21,2279830,Canvass,41.75404790407191,2500876.0,-87.65368521772726,Pass w/ Conditions,Risk 1 (High),9,,
4540 N Hamlin ,HAUGAN ELEMENTARY,School,2019-03-21,2279756,Canvass,41.96403524536503,23591.0,-87.72316495595535,Pass,Risk 1 (High),1,,
2940 W 87TH ST ,SYMPHONY OF BEVERLY,Long Term Care,2019-03-20,2279688,Canvass Re-Inspection,41.735403400210316,2447181.0,-87.69625291435975,Pass,Risk 1 (High),1,,
3327-3329 W ARMITAGE AVE ,TACOS GARCIA,Restaurant,2019-03-20,2279731,Canvass,41.917238212892286,38844.0,-87.71141424342281,Pass w/ Conditions,Risk 1 (High),10,,
10200 S WASHTENAW AVE ,ST. JOHN FISHER,School,2019-03-20,2279709,Canvass Re-Inspection,41.708040174736645,3076641.0,-87.68922181143849,Fail,Risk 1 (High),6,,
5545 W HARRISON ST ,PLATO LEARNING CENTER,School,2019-03-20,2279711,Canvass,41.872733134657935,1878464.0,-87.76332483944202,Pass,Risk 1 (High),2,,
5600 W WASHINGTON BLVD ,CATALYST ELEMENTARY CIRCLE ROCK,School,2019-03-20,2279722,Canvass,41.882353135739436,1878466.0,-87.76501027508543,Pass w/ Conditions,Risk 1 (High),4,,
2147 S CALIFORNIA AVE ,VISTA HERMOSA EXPRESS,Restaurant,2019-03-20,2279728,Canvass,41.85232922756925,2484224.0,-87.6953118896772,Pass w/ Conditions,Risk 1 (High),6,,
39 W DIVISION ST ,STARBUCKS COFFEE,Restaurant,2019-03-20,2279691,Canvass Re-Inspection,41.90381263900178,23045.0,-87.63005690305374,Pass w/ Conditions,Risk 2 (Medium),2,,
6317 W GRAND AVE ,PALETERIA CARRUCEL,Restaurant,2019-03-20,2279698,Canvass,41.92198992591928,2385432.0,-87.78370990283081,Pass w/ Conditions,Risk 2 (Medium),3,,
3235 N CENTRAL AVE ,MATHER'S MORE THAN A CAFE,Restaurant,2019-03-20,2279700,Canvass,41.9396542640577,1800580.0,-87.76639051535662,Pass,Risk 1 (High),4,,
228-234 W CERMAK RD ,SAKURA KARAOKE BAR,Restaurant,2019-03-20,2279737,Canvass Re-Inspection,41.85294483663146,2294209.0,-87.6332244476211,Pass w/ Conditions,Risk 1 (High),4,,
3220 W COLUMBUS AVE ,BURGER KING,Restaurant,2019-03-20,2279713,Canvass,41.75015322520676,2368738.0,-87.70319151703785,Pass,Risk 2 (Medium),6,,
4454 N KEDZIE AVE ,LA CASA DEL PAN BAKERY,Bakery,2019-03-20,2279685,Canvass Re-Inspection,41.96284105749445,2278844.0,-87.70844226087368,Pass w/ Conditions,Risk 1 (High),3,,
7601 S CICERO AVE ,NEW CAJUN GRILL,Restaurant,2019-03-20,2279733,Canvass,41.75466012439375,2412388.0,-87.7413847586052,Pass w/ Conditions,Risk 1 (High),8,,
560 W VAN BUREN ST ,BOMBAY HOUSE & GRILL,Restaurant,2019-03-20,2279725,Complaint,41.87684967693831,2631706.0,-87.64198533328084,Fail,Risk 1 (High),10,,
2404 N LINCOLN AVE ,PITA PIT,Restaurant,2019-03-20,2279712,Canvass,41.925519099099496,2543509.0,-87.64907013845293,Pass w/ Conditions,Risk 2 (Medium),5,,
8130 S CALIFORNIA AVE ,CICS WRIGHTWOOD CAMPUS,School,2019-03-20,2279690,License Re-Inspection,41.745366173178546,2647297.0,-87.6926510664442,Pass,Risk 1 (High),0,,
942 W HURON ST ,FOXTROT MARKET,COMMISSARY,2019-03-20,2279735,License,41.89513208866283,2652802.0,-87.65181321584753,Not Ready,Risk 1 (High),0,,
2150 W CERMAK RD ,LA MICHOACANA,Restaurant,2019-03-20,2279692,License,41.85221428165585,2657732.0,-87.68031993840168,Pass w/ Conditions,Risk 2 (Medium),5,,
400 S FINANCIAL PL ,SUBWAY,Restaurant,2019-03-20,2279723,Canvass Re-Inspection,41.876797440785374,1948193.0,-87.63325591022408,Pass w/ Conditions,Risk 1 (High),7,,
333 E BENTON PL ,EGGYS,Restaurant,2019-03-20,2279684,Canvass,41.88539004666972,2129639.0,-87.61898671163952,Pass w/ Conditions,Risk 1 (High),7,,
6317 W GRAND AVE ,PALETERIA CARRUCEL,Mobile Frozen Desserts Vendor,2019-03-20,2279706,License,41.92198992591928,2385445.0,-87.78370990283081,Pass,Risk 3 (Low),0,,
1339 W 18TH ST ,PANADERIA DEL REFUGIO,Bakery,2019-03-20,2279716,Canvass Re-Inspection,41.85778017933271,2068658.0,-87.66045211839581,Pass w/ Conditions,Risk 2 (Medium),6,,
1234 N HALSTED ST ,KAYBEE'S INDIAN FLAVOR,Restaurant,2019-03-20,2279721,Canvass,41.90450210717989,2609668.0,-87.64826686780405,Pass w/ Conditions,Risk 1 (High),14,,
4305 N KEDZIE AVE ,TEZCAL RESTAURANT,Restaurant,2019-03-20,2279740,Canvass,41.959571527006716,2626654.0,-87.70804923117949,Pass w/ Conditions,Risk 1 (High),3,,
5555 S ARCHER AVE ,FARMER'S FRIDGE,VENDING COMMISSARY,2019-03-20,2279736,License,41.79772990282574,2647777.0,-87.74854735063263,Not Ready,Risk 1 (High),0,,
8107 S COTTAGE GROVE AVE ,KINGS SOUL FOOD GALLERY,Restaurant,2019-03-20,2279742,License,41.74736814141,2641817.0,-87.60498038232065,Fail,Risk 1 (High),9,,
4917 N MILWAUKEE AVE ,INTERNATIONAL NEWS,Grocery Store,2019-03-20,2279694,License,41.97018001663336,2647867.0,-87.76259589329928,Pass w/ Conditions,Risk 3 (Low),5,,
1443 N MILWAUKEE AVE ,ARTEMIO'S BAKERY #2,Bakery,2019-03-20,2279704,Complaint,41.90821988055862,15004.0,-87.67386766215908,Pass w/ Conditions,Risk 2 (Medium),9,,
1801 N SPAULDING AVE ,ENVISION UNLIMITED WESTTOWN  CENTER,Shared Kitchen,2019-03-20,2279719,License,41.9138127822228,2632314.0,-87.71003857220941,Fail,Risk 1 (High),4,,
10401 S MUSKEGON AVE ,LOS TRES AMIGO'S RESTAURANT,Restaurant,2019-03-20,2279741,Canvass,41.70632379993432,2093205.0,-87.55483676731251,Out of Business,Risk 1 (High),0,,
2150 W CERMAK RD ,LA MICHOACANA PREMIUM,Restaurant,2019-03-20,2279687,Canvass,41.85221428165585,2353809.0,-87.68031993840168,Out of Business,Risk 2 (Medium),0,,
4305 N KEDZIE AVE ,CAFE SAN JUAN,Restaurant,2019-03-20,2279738,Canvass,41.959571527006716,2493115.0,-87.70804923117949,Out of Business,Risk 1 (High),0,,
1165 N STATE ST ,KITCHFIX GOLD COAST,Restaurant,2019-03-20,2280148,Canvass,41.903768921892244,2418085.0,-87.62853223878038,Out of Business,Risk 2 (Medium),0,,
2444 N ELSTON AVE ,MIDTOWN ATHLETIC CLUB AND HOTEL,Restaurant,2019-03-20,2279705,Complaint Re-Inspection,41.92584528784153,2535330.0,-87.67883572432687,Fail,Risk 1 (High),19,,
3322 W 47TH ST ,LA HACIENDITA TAQUERIA,Restaurant,2019-03-20,2279699,Canvass,41.80818630754135,1479601.0,-87.7074336905461,Pass w/ Conditions,Risk 1 (High),7,,
7537-7539 N Clark ST ,ETHIOPIAN DIAMOND II RESTAURANT,Restaurant,2019-03-20,2279734,Canvass Re-Inspection,42.018812793757284,1986871.0,-87.67592023089395,Fail,Risk 1 (High),14,,
520 N Marshfield ST ,ESPERANZA SCHOOL,School,2019-03-20,2279718,Canvass Re-Inspection,41.89162412568287,2035.0,-87.66853216358251,Pass w/ Conditions,Risk 1 (High),5,,
450 W MENOMONEE ST ,THE CHALKBOARD,Daycare (2 - 6 Years),2019-03-20,2279689,License,41.91477744637897,2215547.0,-87.64066696188081,Pass w/ Conditions,Risk 1 (High),3,,
6347 W GRAND AVE ,TONY'S CHINESE & AMERICAN RESTAURANT,Restaurant,2019-03-20,2279714,Complaint Re-Inspection,41.92229032778936,2458231.0,-87.78469456032644,Fail,Risk 1 (High),9,,
15 S WOOD ST ,LEVY PREMIUM FOODSERVICE LIMITED PARTNERSHIP,Restaurant,2019-03-20,2279701,Canvass,41.880852080485504,2350277.0,-87.67158540351078,Pass,Risk 1 (High),1,,
1157 W DIVERSEY PKWY ,"HERB & ALCHEMY, INC.",Restaurant,2019-03-20,2279727,License Re-Inspection,41.93245648162119,2560203.0,-87.65813397025025,Pass w/ Conditions,Risk 2 (Medium),3,,
3857 W 111th St (11100S) ,Chicago Agricultural  (H/S),School,2019-03-20,2279717,Canvass Re-Inspection,41.6911938842666,47091.0,-87.71773863059101,Fail,Risk 1 (High),8,,
2902-2906 N CENTRAL PARK AVE ,BRIGHT BEGINNINGS EARLY LEARNING CENTER LLC,Children's Services Facility,2019-03-20,2279696,License,41.93396417457517,2363848.0,-87.71739089996271,Fail,Risk 1 (High),2,,
1132 W BLACKHAWK ST ,WRIGLEY GIC BUILDING,Restaurant,2019-03-20,2279707,Canvass,41.90726025271137,2432724.0,-87.65680417252432,Fail,Risk 1 (High),2,,
3656 W 111 TH ST ,MUSTARDSEED LEARNING CENTER,Daycare Above and Under 2 Years,2019-03-20,2279729,Canvass,41.69148728951806,2216042.0,-87.71287071367232,Pass w/ Conditions,Risk 1 (High),5,,
225 S CANAL ST ,GOLD COAST DOGS,Restaurant,2019-03-20,2279726,Canvass Re-Inspection,41.87853127835361,32318.0,-87.63942745962717,Pass w/ Conditions,Risk 2 (Medium),1,,
2742 W Devon AVE ,Daallo Meat & Grocery,Grocery Store,2019-03-20,2279702,Canvass,41.997682115657,2013707.0,-87.69891315910674,Pass w/ Conditions,Risk 2 (Medium),10,,
5451 W MADISON ST ,L & B KITCHEN,Restaurant,2019-03-20,2279744,Complaint,41.8801754595254,2517587.0,-87.76196223963693,Pass w/ Conditions,Risk 1 (High),11,,
2459 N HALSTED ST ,TACO & BURRITO PALACE,Restaurant,2019-03-20,2279724,Canvass,41.92706414658049,1738777.0,-87.64867086269747,Pass w/ Conditions,Risk 1 (High),6,,
5450 W 64th PL ,ROBERT L. GRIMES ELEMENTARY,School,2019-03-20,2279686,Canvass,41.77549237561002,23461.0,-87.75876919195507,Pass,Risk 1 (High),0,,
1209 - 1213 N NOBLE ST ,WARM BELLY BAKERY,Bakery,2019-03-20,2279730,License,41.90372547737016,2653357.0,-87.66247406362301,Not Ready,Risk 2 (Medium),0,,
3254 W MONTROSE AVE ,AM THAI RESTAURANT,Restaurant,2019-03-20,2279720,Complaint,41.961271345100506,2501814.0,-87.7104626680521,Pass w/ Conditions,Risk 1 (High),5,,
3344 N HALSTED AVE ,ROLLAPALOOZA,Restaurant,2019-03-20,2279739,Canvass,41.943129840174606,2042118.0,-87.6495116883914,Pass w/ Conditions,Risk 1 (High),7,,
3246-3248 N CENTRAL AVE ,RETRO BAR AND GRILL,Restaurant,2019-03-20,2279715,Canvass,41.94000063078428,2307841.0,-87.76669660556574,No Entry,Risk 1 (High),0,,
1012 N WESTERN AVE ,BOUEFGHAUS,Restaurant,2019-03-20,2279732,Complaint,41.89983387207676,1094341.0,-87.68709615660386,Pass w/ Conditions,Risk 1 (High),10,,
26 E PEARSON ST ,LU'S DELI/ CATERING,Restaurant,2019-03-20,2279708,Canvass,41.89764609432288,2269986.0,-87.62711576012907,Pass w/ Conditions,Risk 1 (High),9,,
10401 S MUSKEGON AVE ,LA CABANITA,Restaurant,2019-03-20,2279743,License,41.70632379993432,2657788.0,-87.55483676731251,Fail,Risk 1 (High),12,,
2446 N LARAMIE AVE ,TAQUERIA EL KACHETON,Restaurant,2019-03-19,2279650,Canvass,41.92556675455288,1968756.0,-87.75634697567898,Fail,Risk 1 (High),7,,
139 S Parkside AVE ,DePriest Elementary,School,2019-03-19,2279627,Canvass,41.877999140800185,26631.0,-87.76626149862986,Pass,Risk 1 (High),0,,
13231 S Burley (3234E) ,Clay,School,2019-03-19,2279599,Canvass,41.65455936836232,22731.0,-87.54457700292265,Pass,Risk 1 (High),2,,
3409 N BROADWAY ,MILT'S EXTRA INNINGS,Restaurant,2019-03-19,2279697,Canvass,41.94364567850239,2564955.0,-87.64485140753132,Out of Business,Risk 1 (High),0,,
1023 W LAKE ST ,RICCARDO OSTERIA,Restaurant,2019-03-19,2279622,License,41.88545575025288,2616268.0,-87.65315630579407,Pass w/ Conditions,Risk 3 (Low),0,,
5220 N HARLEM AVE ,BAKERS SQUARE,Restaurant,2019-03-19,2279629,Canvass,41.97520210822445,1980309.0,-87.80721128739954,Pass,Risk 1 (High),3,5.0,1.0
4950 S LAPORTE AVE ,EDWARDS ECC,School,2019-03-19,2279630,Canvass,41.802413407831956,2192636.0,-87.74683344588983,Pass,Risk 1 (High),1,,
3300 W MONTROSE AVE ,EL VELERO DE NAYARIT,Restaurant,2019-03-19,2279644,Canvass,41.96126821290397,2189442.0,-87.71075304347927,Out of Business,Risk 1 (High),0,,
3910-3914 W MONTROSE AVE ,BOEM,Restaurant,2019-03-19,2279643,Canvass,41.96108232127343,1380173.0,-87.72586744763474,No Entry,Risk 1 (High),0,,
1456 W GEORGE ST ,SIDE STREET SALOON,Restaurant,2019-03-19,2279651,Canvass,41.934372222406786,8221.0,-87.66585652139574,Fail,Risk 1 (High),14,,
2427-2429 N LINCOLN AVE ,GALIT,Restaurant,2019-03-19,2279656,License Re-Inspection,41.926118875726615,2631035.0,-87.64949250846801,Pass,Risk 1 (High),0,,
11601 W TOUHY AVE ,HILTON O'HARE/ANDIAMO'S/CAFFE MERCATO,Restaurant,2019-03-19,2279661,License,42.008536400868735,2636416.0,-87.91442843927048,Not Ready,Risk 1 (High),0,,
11601 W TOUHY AVE ,HILTON O'HARE/ANDIAMO'S/CAFFE MERCATO,Restaurant,2019-03-19,2279663,License,42.008536400868735,2636417.0,-87.91442843927048,Not Ready,Risk 1 (High),0,,
11601 W TOUHY AVE ,HILTON O'HARE/ANDIAMO'S/CAFFE MERCATO,Restaurant,2019-03-19,2279662,License,42.008536400868735,2636413.0,-87.91442843927048,Not Ready,Risk 1 (High),0,,
2300 S THROOP ST ,FLAMINGO RUM CLUB,Mobile Food Preparer,2019-03-19,2279603,License,41.85045102427,2637263.0,-87.65879785567869,Pass,Risk 2 (Medium),1,,
3006 E 92ND ST ,ATTOCK SUBMARINE,Restaurant,2019-03-19,2279677,Complaint,41.72836464185542,2162440.0,-87.55089731409363,Fail,Risk 2 (Medium),14,,
564 W RANDOLPH ST ,CH DISTILLERY,Restaurant,2019-03-19,2279679,Complaint,41.88454339773784,2240281.0,-87.64233138672651,No Entry,Risk 1 (High),0,,
2727 W FULLERTON AVE ,TUMI RESTAURANT,Restaurant,2019-03-19,2279682,Canvass,41.92471073064186,2463208.0,-87.69607158313782,Fail,Risk 1 (High),21,,
1166 N STATE ST ,CHIPOTLE MEXICAN GRILL,Restaurant,2019-03-19,2279675,Canvass Re-Inspection,41.90383565973193,1044714.0,-87.62882610745159,Pass,Risk 1 (High),0,,
3647 W 83RD PL ,PARKVIEW FOOD & LIQUORS,Grocery Store,2019-03-19,2279671,License,41.74128159921935,2616683.0,-87.71390133135841,Fail,Risk 3 (Low),0,,
243 N Parkside ,Ellington Elementary School,School,2019-03-19,2211218,Canvass,41.88550600071189,23101.0,-87.76655156806272,Pass,Risk 1 (High),1,,
400 N MCCLURG CT ,DOWNTOWN CHILDRENS LEARNING PLACE,Daycare Above and Under 2 Years,2019-03-19,2279600,Canvass,41.88911847301037,2215878.0,-87.61775487651728,Pass,Risk 1 (High),3,,
2400 W FULLERTON AVE ,FULLERTON RESTAURANT,Restaurant,2019-03-19,2279611,Canvass,41.925009934765185,1948112.0,-87.68770475222249,Pass w/ Conditions,Risk 1 (High),12,,
3452 W 59TH ST ,"TAQUERIA LA HACIENDA, INC.",Restaurant,2019-03-19,2279655,Canvass,41.78624677993345,1823377.0,-87.71043107298979,No Entry,Risk 1 (High),0,,
2540 W ARMITAGE AVE ,90 MILES CUBAN CAFE,Restaurant,2019-03-19,2279625,Canvass Re-Inspection,41.91764973068125,1975927.0,-87.69145787418306,Pass w/ Conditions,Risk 1 (High),8,,
5133 S CICERO AVE ,BEGGAR'S PIZZA,Restaurant,2019-03-19,2279667,Canvass,41.79924425082893,2089154.0,-87.74280078945442,Pass w/ Conditions,Risk 1 (High),5,,
875 N STATE ST ,POTASH BROS,Grocery Store,2019-03-19,2279596,Canvass,41.89887819742381,19826.0,-87.6281111483033,Pass w/ Conditions,Risk 1 (High),14,,
3530 W ROOSEVELT RD ,ROTHSCHILD LIQUORS,Liquor,2019-03-19,2279676,Canvass Re-Inspection,41.86641380897913,21486.0,-87.71424167530355,Out of Business,Risk 3 (Low),0,,
6449 N SHERIDAN RD ,SUBWAY,Restaurant,2019-03-19,2279614,Canvass,41.99959505548609,2548999.0,-87.66053179154831,Pass w/ Conditions,Risk 1 (High),8,,
3039 E 91ST ST ,,Daycare (2 - 6 Years),2019-03-19,2279658,License,41.72998212286057,2215699.0,-87.54971598010755,Not Ready,Risk 1 (High),0,,
